Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Felix Potvin,,,,,,,,,,,,,,,,,
Doug Gilmour,,,,,,,,,,,,,,,,,
Wayne Gretzky,,,,,,,,,,,,,,,,,
Joe Nieuwendyk,,,,,,,,,,,,,,,,,
Jeremy Roenick,,,,,,,,,,,,,,,,,
Sergei Fedorov,,,,,,,,,,,,,,,,,
Shayne Corson,,,,,,,,,,,,,,,,,
Dave Andreychuk,,,,,,,,,,,,,,,,,
Brendan Shanahan,,,,,,,,,,,,,,,,,
Pavel Bure,,,,,,,,,,,,,,,,,
Teemu Selanne,,,,,,,,,,,,,,,,,
Brett Hull,,,,,,,,,,,,,,,,,
Russ Courtnall,,,,,,,,,,,,,,,,,
Rob Blake,,,,,,,,,,,,,,,,,
Al MacInnis,,,,,,,,,,,,,,,,,
Alexei Kasatonov,,,,,,,,,,,,,,,,,
Sandis Ozolinsh,,,,,,,,,,,,,,,,,
Chris Chelios,,,,,,,,,,,,,,,,,
Paul Coffey,,,,,,,,,,,,,,,,,
